  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  2010         100      0.46252  0.37564  0.50    1178     442     956     2325   1.97
  2010         101      0.49654  0.39778  0.50     735     292     589     1368   1.86
  2010         102      0.53059  0.41934  0.50     443     186     350      779   1.76
  2010         103      0.56436  0.44016  0.50     257     113     201      429   1.67
  2010         104      0.59754  0.46008  0.50     144      66     111      229   1.59
  2010         105      0.62986  0.47900  0.50      78      37      59      118   1.52
  2010         106      0.66105  0.49683  0.50      40      20      30       59   1.46
  2010         107      0.69090  0.51351  0.50      20      10      15       29   1.40
  2010         108      0.71924  0.52900  0.50      10       5       7       13   1.36
  2010         109      0.74594  0.54330  0.50       5       3       3        6   1.32
  2010         110+     0.77090  1.00000  1.30       2       2       3        3   1.30
  2011           0      0.00418  0.00416  0.14  100000     416   99642  8075314  80.75
  2011           1      0.00028  0.00028  0.50   99584      28   99570  7975672  80.09
  2011           2      0.00015  0.00015  0.50   99556      15   99548  7876102  79.11
  2011           3      0.00015  0.00015  0.50   99541      15   99533  7776554  78.12
  2011           4      0.00012  0.00012  0.50   99526      12   99520  7677020  77.14
  2011           5      0.00008  0.00008  0.50   99513       8   99509  7577501  76.15
  2011           6      0.00008  0.00008  0.50   99505       8   99501  7477991  75.15
  2011           7      0.00013  0.00013  0.50   99497      13   99491  7378490  74.16
  2011           8      0.00009  0.00009  0.50   99484       9   99480  7278999  73.17
  2011           9      0.00009  0.00009  0.50   99475       9   99470  7179519  72.17
  2011          10      0.00013  0.00013  0.50   99466      13   99459  7080049  71.18
  2011          11      0.00007  0.00007  0.50   99453       7   99449  6980590  70.19
  2011          12      0.00006  0.00006  0.50   99446       6   99443  6881141  69.19
  2011          13      0.00013  0.00013  0.50   99439      13   99433  6781698  68.20
  2011          14      0.00024  0.00024  0.50   99426      24   99414  6682265  67.21
  2011          15      0.00028  0.00028  0.50   99402      27   99388  6582852  66.22
  2011          16      0.00023  0.00023  0.50   99374      23   99363  6483464  65.24
  2011          17      0.00019  0.00019  0.50   99351      19   99342  6384101  64.26
  2011          18      0.00025  0.00025  0.50   99332      25   99320  6284759  63.27
  2011          19      0.00029  0.00029  0.50   99307      28   99293  6185440  62.29
  2011          20      0.00025  0.00025  0.50   99279      25   99266  6086147  61.30
  2011          21      0.00024  0.00024  0.50   99254      24   99242  5986881  60.32
  2011          22      0.00022  0.00022  0.50   99230      21   99220  5887639  59.33
  2011          23      0.00025  0.00025  0.50   99209      25   99196  5788419  58.35
  2011          24      0.00021  0.00021  0.50   99184      21   99173  5689223  57.36
  2011          25      0.00024  0.00024  0.50   99163      24   99151  5590049  56.37
  2011          26      0.00023  0.00023  0.50   99139      23   99128  5490899  55.39
  2011          27      0.00026  0.00026  0.50   99116      26   99104  5391771  54.40
  2011          28      0.00034  0.00034  0.50   99091      34   99074  5292667  53.41
  2011          29      0.00033  0.00033  0.50   99057      33   99041  5193593  52.43
  2011          30      0.00029  0.00029  0.50   99024      29   99010  5094553  51.45
  2011          31      0.00041  0.00041  0.50   98996      40   98975  4995543  50.46
  2011          32      0.00037  0.00037  0.50   98955      36   98937  4896567  49.48
  2011          33      0.00047  0.00047  0.50   98919      47   98895  4797631  48.50
  2011          34      0.00042  0.00042  0.50   98872      41   98851  4698735  47.52
  2011          35      0.00052  0.00052  0.50   98830      51   98805  4599884  46.54
  2011          36      0.00064  0.00064  0.50   98779      63   98748  4501080  45.57
  2011          37      0.00073  0.00073  0.50   98717      72   98681  4402331  44.60
  2011          38      0.00079  0.00079  0.50   98645      78   98606  4303651  43.63
  2011          39      0.00089  0.00089  0.50   98567      88   98522  4205045  42.66
  2011          40      0.00100  0.00100  0.50   98478      98   98429  4106523  41.70
  2011          41      0.00108  0.00108  0.50   98380     106   98327  4008093  40.74
  2011          42      0.00121  0.00121  0.50   98274     119   98215  3909766  39.78
  2011          43      0.00143  0.00143  0.50   98156     140   98085  3811551  38.83
  2011          44      0.00147  0.00147  0.50   98015     144   97943  3713466  37.89
  2011          45      0.00150  0.00150  0.50   97871     147   97797  3615522  36.94
  2011          46      0.00189  0.00189  0.50   97724     185   97632  3517725  36.00
  2011          47      0.00199  0.00198  0.50   97539     194   97442  3420093  35.06
  2011          48      0.00226  0.00225  0.50   97346     219   97236  3322651  34.13
  2011          49      0.00275  0.00274  0.50   97126     266   96993  3225415  33.21
  2011          50      0.00273  0.00273  0.50   96860     264   96727  3128423  32.30
  2011          51      0.00334  0.00334  0.50   96595     322   96434  3031695  31.39
  2011          52      0.00371  0.00371  0.50   96273     357   96095  2935261  30.49
  2011          53      0.00411  0.00410  0.50   95916     394   95719  2839166  29.60
  2011          54      0.00435  0.00434  0.50   95523     415   95315  2743447  28.72
  2011          55      0.00461  0.00460  0.50   95108     437   94889  2648132  27.84
  2011          56      0.00544  0.00543  0.50   94670     514   94414  2553243  26.97
  2011          57      0.00545  0.00543  0.50   94157     511   93901  2458829  26.11
  2011          58      0.00594  0.00593  0.50   93645     555   93368  2364928  25.25
  2011          59      0.00678  0.00675  0.50   93090     629   92776  2271560  24.40
  2011          60      0.00735  0.00733  0.50   92462     677   92123  2178784  23.56
  2011          61      0.00796  0.00793  0.50   91784     727   91420  2086661  22.73
  2011          62      0.00866  0.00863  0.50   91057     785   90664  1995241  21.91
  2011          63      0.00928  0.00923  0.50   90271     833   89855  1904577  21.10
  2011          64      0.00997  0.00992  0.50   89438     887   88994  1814722  20.29
  2011          65      0.01069  0.01063  0.50   88551     941   88080  1725728  19.49
  2011          66      0.01195  0.01188  0.50   87609    1041   87089  1637648  18.69
  2011          67      0.01300  0.01291  0.50   86569    1118   86010  1550559  17.91
  2011          68      0.01354  0.01345  0.50   85451    1149   84876  1464550  17.14
  2011          69      0.01434  0.01424  0.50   84301    1201   83701  1379674  16.37
  2011          70      0.01569  0.01556  0.50   83101    1293   82454  1295973  15.60
  2011          71      0.01780  0.01764  0.50   81807    1443   81086  1213519  14.83
  2011          72      0.01935  0.01917  0.50   80364    1540   79594  1132433  14.09
  2011          73      0.02153  0.02130  0.50   78824    1679   77984  1052839  13.36
  2011          74      0.02396  0.02367  0.50   77145    1826   76232   974855  12.64
  2011          75      0.02745  0.02708  0.50   75319    2040   74299   898623  11.93
  2011          76      0.03036  0.02991  0.50   73279    2192   72183   824324  11.25
  2011          77      0.03361  0.03306  0.50   71087    2350   69912   752141  10.58
  2011          78      0.03851  0.03778  0.50   68737    2597   67439   682228   9.93
  2011          79      0.04325  0.04233  0.50   66141    2800   64741   614789   9.30
  2011          80      0.05103  0.04976  0.50   63341    3152   61765   550049   8.68
  2011          81      0.05791  0.05628  0.50   60189    3388   58495   488284   8.11
  2011          82      0.06585  0.06375  0.50   56801    3621   54991   429789   7.57
  2011          83      0.07302  0.07044  0.50   53180    3746   51307   374798   7.05
  2011          84      0.08378  0.08041  0.50   49434    3975   47447   323490   6.54
  2011          85      0.09693  0.09245  0.50   45459    4203   43358   276044   6.07
  2011          86      0.10752  0.10204  0.50   41257    4210   39152   232686   5.64
  2011          87      0.12318  0.11604  0.50   37047    4299   34898   193534   5.22
  2011          88      0.13831  0.12936  0.50   32748    4236   30630   158636   4.84
  2011          89      0.15383  0.14284  0.50   28512    4073   26476   128006   4.49
  2011          90      0.16710  0.15421  0.50   24439    3769   22555   101531   4.15
  2011          91      0.21090  0.19078  0.50   20670    3943   18699    78976   3.82
  2011          92      0.20893  0.18917  0.50   16727    3164   15145    60277   3.60
  2011          93      0.23692  0.21183  0.50   13563    2873   12126    45132   3.33
  2011          94      0.26174  0.23145  0.50   10690    2474    9453    33006   3.09
  2011          95      0.28935  0.25278  0.50    8216    2077    7177    23554   2.87
  2011          96      0.31784  0.27426  0.50    6139    1684    5297    16376   2.67
  2011          97      0.34777  0.29625  0.50    4455    1320    3795    11079   2.49
  2011          98      0.37894  0.31858  0.50    3135     999    2636     7284   2.32
  2011          99      0.41115  0.34104  0.50    2136     729    1772     4648   2.18
  2011         100      0.44414  0.36343  0.50    1408     512    1152     2876   2.04
  2011         101      0.47763  0.38556  0.50     896     346     723     1724   1.92
  2011         102      0.51132  0.40721  0.50     551     224     439     1001   1.82
  2011         103      0.54491  0.42824  0.50     326     140     257      562   1.72
  2011         104      0.57810  0.44847  0.50     187      84     145      306   1.64
  2011         105      0.61059  0.46778  0.50     103      48      79      161   1.56
  2011         106      0.64213  0.48607  0.50      55      27      41       82   1.50
  2011         107      0.67249  0.50327  0.50      28      14      21       41   1.44
  2011         108      0.70147  0.51932  0.50      14       7      10       19   1.39
  2011         109      0.72892  0.53422  0.50       7       4       5        9   1.35
  2011         110+     0.75472  1.00000  1.32       3       3       4        4   1.32
  2012           0      0.00426  0.00425  0.14  100000     425   99635  8077456  80.77
  2012           1      0.00022  0.00022  0.50   99575      22   99564  7977821  80.12
  2012           2      0.00013  0.00013  0.50   99553      13   99546  7878257  79.14
  2012           3      0.00012  0.00012  0.50   99540      12   99534  7778710  78.15
  2012           4      0.00011  0.00011  0.50   99528      11   99523  7679176  77.16
  2012           5      0.00013  0.00013  0.50   99518      13   99511  7579653  76.16
  2012           6      0.00009  0.00009  0.50   99505       9   99500  7480142  75.17
  2012           7      0.00008  0.00008  0.50   99496       8   99492  7380642  74.18
  2012           8      0.00009  0.00009  0.50   99488       9   99483  7281150  73.19
  2012           9      0.00009  0.00009  0.50   99479       9   99474  7181667  72.19
  2012          10      0.00009  0.00009  0.50   99470       9   99466  7082192  71.20
  2012          11      0.00010  0.00010  0.50   99462      10   99457  6982726  70.21
  2012          12      0.00012  0.00012  0.50   99452      12   99446  6883270  69.21
  2012          13      0.00011  0.00011  0.50   99440      11   99434  6783824  68.22
  2012          14      0.00017  0.00017  0.50   99429      17   99420  6684390  67.23
  2012          15      0.00018  0.00018  0.50   99412      18   99403  6584969  66.24
  2012          16      0.00023  0.00023  0.50   99394      23   99382  6485566  65.25
  2012          17      0.00016  0.00016  0.50   99371      16   99363  6386184  64.27
  2012          18      0.00029  0.00029  0.50   99354      29   99340  6286821  63.28
  2012          19      0.00027  0.00027  0.50   99325      27   99312  6187482  62.30
  2012          20      0.00021  0.00021  0.50   99299      21   99288  6088169  61.31
  2012          21      0.00023  0.00023  0.50   99277      22   99266  5988881  60.32
  2012          22      0.00022  0.00022  0.50   99255      22   99244  5889615  59.34
  2012          23      0.00023  0.00023  0.50   99233      23   99222  5790371  58.35
  2012          24      0.00025  0.00025  0.50   99210      25   99197  5691149  57.36
  2012          25      0.00021  0.00021  0.50   99185      21   99174  5591952  56.38
  2012          26      0.00020  0.00020  0.50   99164      19   99154  5492778  55.39
  2012          27      0.00020  0.00020  0.50   99144      20   99134  5393624  54.40
  2012          28      0.00032  0.00032  0.50   99124      32   99108  5294490  53.41
  2012          29      0.00033  0.00033  0.50   99092      33   99076  5195381  52.43
  2012          30      0.00031  0.00031  0.50   99059      31   99044  5096306  51.45
  2012          31      0.00036  0.00036  0.50   99029      36   99011  4997262  50.46
  2012          32      0.00040  0.00040  0.50   98993      40   98973  4898251  49.48
  2012          33      0.00042  0.00042  0.50   98953      42   98932  4799278  48.50
  2012          34      0.00052  0.00052  0.50   98911      51   98885  4700347  47.52
  2012          35      0.00050  0.00050  0.50   98860      49   98835  4601462  46.55
  2012          36      0.00051  0.00051  0.50   98811      50   98785  4502626  45.57
  2012          37      0.00066  0.00066  0.50   98760      66   98728  4403841  44.59
  2012          38      0.00077  0.00077  0.50   98695      76   98657  4305113  43.62
  2012          39      0.00077  0.00076  0.50   98619      75   98581  4206456  42.65
  2012          40      0.00089  0.00089  0.50   98544      88   98500  4107875  41.69
  2012          41      0.00113  0.00113  0.50   98456     111   98400  4009376  40.72
  2012          42      0.00123  0.00123  0.50   98345     121   98284  3910975  39.77
  2012          43      0.00134  0.00134  0.50   98223     132   98158  3812691  38.82
  2012          44      0.00141  0.00141  0.50   98092     138   98022  3714534  37.87
  2012          45      0.00158  0.00158  0.50   97953     154   97876  3616511  36.92
  2012          46      0.00173  0.00173  0.50   97799     169   97714  3518635  35.98
  2012          47      0.00196  0.00196  0.50   97630     191   97535  3420921  35.04
  2012          48      0.00244  0.00244  0.50   97439     238   97320  3323386  34.11
  2012          49      0.00258  0.00258  0.50   97201     251   97076  3226066  33.19
  2012          50      0.00307  0.00306  0.50   96951     297   96802  3128990  32.27
  2012          51      0.00301  0.00301  0.50   96654     291   96508  3032188  31.37
  2012          52      0.00383  0.00382  0.50   96363     368   96179  2935680  30.46
  2012          53      0.00390  0.00389  0.50   95995     374   95808  2839501  29.58
  2012          54      0.00442  0.00441  0.50   95621     422   95410  2743693  28.69
  2012          55      0.00480  0.00479  0.50   95199     456   94971  2648283  27.82
  2012          56      0.00540  0.00539  0.50   94744     511   94488  2553311  26.95
  2012          57      0.00556  0.00555  0.50   94233     523   93972  2458823  26.09
  2012          58      0.00584  0.00583  0.50   93710     546   93437  2364851  25.24
  2012          59      0.00665  0.00663  0.50   93164     617   92855  2271414  24.38
  2012          60      0.00749  0.00746  0.50   92547     690   92202  2178559  23.54
  2012          61      0.00814  0.00811  0.50   91857     745   91484  2086357  22.71
  2012          62      0.00856  0.00852  0.50   91112     777   90724  1994873  21.89
  2012          63      0.00957  0.00952  0.50   90335     860   89905  1904149  21.08
  2012          64      0.01019  0.01014  0.50   89475     907   89021  1814244  20.28
  2012          65      0.01136  0.01130  0.50   88568    1001   88067  1725223  19.48
  2012          66      0.01213  0.01206  0.50   87567    1056   87039  1637156  18.70
  2012          67      0.01265  0.01257  0.50   86511    1088   85967  1550117  17.92
  2012          68      0.01430  0.01420  0.50   85423    1213   84817  1464150  17.14
  2012          69      0.01425  0.01415  0.50   84210    1191   83615  1379334  16.38
  2012          70      0.01552  0.01540  0.50   83019    1278   82380  1295719  15.61
  2012          71      0.01774  0.01758  0.50   81741    1437   81022  1213339  14.84
  2012          72      0.01999  0.01979  0.50   80303    1589   79509  1132317  14.10
  2012          73      0.02190  0.02166  0.50   78714    1705   77862  1052808  13.38
  2012          74      0.02410  0.02381  0.50   77009    1834   76093   974947  12.66
  2012          75      0.02640  0.02606  0.50   75176    1959   74196   898854  11.96
  2012          76      0.03043  0.02997  0.50   73217    2194   72119   824658  11.26
  2012          77      0.03382  0.03325  0.50   71022    2362   69841   752539  10.60
  2012          78      0.03874  0.03800  0.50   68660    2609   67356   682698   9.94
  2012          79      0.04354  0.04261  0.50   66051    2814   64644   615342   9.32
  2012          80      0.04927  0.04808  0.50   63236    3041   61716   550698   8.71
  2012          81      0.05767  0.05605  0.50   60196    3374   58509   488982   8.12
  2012          82      0.06489  0.06285  0.50   56822    3571   55036   430473   7.58
  2012          83      0.07442  0.07175  0.50   53251    3821   51340   375437   7.05
  2012          84      0.08278  0.07949  0.50   49430    3929   47465   324096   6.56
  2012          85      0.09345  0.08928  0.50   45501    4062   43470   276631   6.08
  2012          86      0.10674  0.10133  0.50   41439    4199   39339   233161   5.63
  2012          87      0.11942  0.11270  0.50   37240    4197   35141   193822   5.20
  2012          88      0.14037  0.13116  0.50   33043    4334   30876   158681   4.80
  2012          89      0.15776  0.14622  0.50   28709    4198   26610   127805   4.45
  2012          90      0.17629  0.16201  0.50   24511    3971   22526   101195   4.13
  2012          91      0.18806  0.17190  0.50   20540    3531   18775    78669   3.83
  2012          92      0.23411  0.20958  0.50   17009    3565   15227    59894   3.52
  2012          93      0.22667  0.20360  0.50   13445    2737   12076    44667   3.32
  2012          94      0.26900  0.23711  0.50   10707    2539    9438    32591   3.04
  2012          95      0.29280  0.25541  0.50    8168    2086    7125    23154   2.83
  2012          96      0.32201  0.27736  0.50    6082    1687    5239    16028   2.64
  2012          97      0.35269  0.29982  0.50    4395    1318    3736    10789   2.45
  2012          98      0.38463  0.32259  0.50    3077     993    2581     7053   2.29
  2012          99      0.41760  0.34547  0.50    2085     720    1725     4472   2.15
  2012         100      0.45132  0.36823  0.50    1365     502    1113     2747   2.01
  2012         101      0.48549  0.39066  0.50     862     337     694     1634   1.90
  2012         102      0.51980  0.41258  0.50     525     217     417      940   1.79
  2012         103      0.55393  0.43379  0.50     309     134     242      524   1.70
  2012         104      0.58755  0.45414  0.50     175      79     135      282   1.61
  2012         105      0.62038  0.47350  0.50      95      45      73      147   1.54
  2012         106      0.65214  0.49178  0.50      50      25      38       74   1.48
  2012         107      0.68260  0.50891  0.50      26      13      19       36   1.42
  2012         108      0.71158  0.52484  0.50      13       7       9       17   1.37
  2012         109      0.73892  0.53957  0.50       6       3       4        8   1.33
  2012         110+     0.76452  1.00000  1.31       3       3       4        4   1.31
  2013           0      0.00417  0.00415  0.14  100000     415   99643  8091815  80.92
  2013           1      0.00028  0.00028  0.50   99585      28   99570  7992172  80.26
  2013           2      0.00015  0.00015  0.50   99556      15   99549  7892601  79.28
  2013           3      0.00014  0.00014  0.50   99542      14   99535  7793052  78.29
  2013           4      0.00013  0.00013  0.50   99528      13   99521  7693518  77.30
  2013           5      0.00009  0.00009  0.50   99515       9   99510  7593996  76.31
  2013           6      0.00008  0.00008  0.50   99506       8   99502  7494486  75.32
  2013           7      0.00005  0.00005  0.50   99498       5   99495  7394984  74.32
  2013           8      0.00011  0.00011  0.50   99493      11   99487  7295488  73.33
  2013           9      0.00006  0.00006  0.50   99482       6   99479  7196001  72.33
  2013          10      0.00012  0.00012  0.50   99476      12   99470  7096522  71.34
  2013          11      0.00011  0.00011  0.50   99464      11   99459  6997052  70.35
  2013          12      0.00012  0.00012  0.50   99453      12   99447  6897593  69.36
  2013          13      0.00015  0.00015  0.50   99442      15   99434  6798146  68.36
  2013          14      0.00017  0.00017  0.50   99427      17   99418  6698712  67.37
  2013          15      0.00021  0.00021  0.50   99410      21   99399  6599294  66.38
  2013          16      0.00022  0.00022  0.50   99389      21   99378  6499894  65.40
  2013          17      0.00028  0.00028  0.50   99367      28   99353  6400516  64.41
  2013          18      0.00027  0.00027  0.50   99339      27   99326  6301163  63.43
  2013          19      0.00022  0.00022  0.50   99312      22   99301  6201837  62.45
  2013          20      0.00023  0.00023  0.50   99290      23   99278  6102536  61.46
  2013          21      0.00024  0.00024  0.50   99267      24   99255  6003258  60.48
  2013          22      0.00021  0.00021  0.50   99243      21   99233  5904003  59.49
  2013          23      0.00023  0.00023  0.50   99222      23   99211  5804770  58.50
  2013          24      0.00019  0.00019  0.50   99200      19   99190  5705559  57.52
  2013          25      0.00026  0.00026  0.50   99181      26   99168  5606369  56.53
  2013          26      0.00024  0.00024  0.50   99155      24   99143  5507201  55.54
  2013          27      0.00025  0.00025  0.50   99131      25   99119  5408057  54.55
  2013          28      0.00026  0.00026  0.50   99106      25   99094  5308939  53.57
  2013          29      0.00031  0.00031  0.50   99081      31   99066  5209845  52.58
  2013          30      0.00034  0.00034  0.50   99050      33   99034  5110779  51.60
  2013          31      0.00033  0.00033  0.50   99017      33   99000  5011745  50.61
  2013          32      0.00039  0.00039  0.50   98984      39   98964  4912745  49.63
  2013          33      0.00038  0.00038  0.50   98945      37   98926  4813780  48.65
  2013          34      0.00043  0.00043  0.50   98908      42   98887  4714854  47.67
  2013          35      0.00053  0.00053  0.50   98866      53   98839  4615967  46.69
  2013          36      0.00053  0.00053  0.50   98813      52   98787  4517128  45.71
  2013          37      0.00063  0.00063  0.50   98761      63   98730  4418341  44.74
  2013          38      0.00071  0.00071  0.50   98698      70   98663  4319611  43.77
  2013          39      0.00078  0.00078  0.50   98628      77   98590  4220948  42.80
  2013          40      0.00086  0.00086  0.50   98552      84   98509  4122358  41.83
  2013          41      0.00089  0.00089  0.50   98467      88   98423  4023849  40.86
  2013          42      0.00116  0.00116  0.50   98380     114   98323  3925425  39.90
  2013          43      0.00122  0.00122  0.50   98266     120   98206  3827102  38.95
  2013          44      0.00140  0.00140  0.50   98146     137   98077  3728897  37.99
  2013          45      0.00156  0.00156  0.50   98009     153   97932  3630820  37.05
  2013          46      0.00156  0.00156  0.50   97856     152   97779  3532888  36.10
  2013          47      0.00214  0.00213  0.50   97703     209   97599  3435108  35.16
  2013          48      0.00212  0.00212  0.50   97495     207   97391  3337510  34.23
  2013          49      0.00243  0.00243  0.50   97288     237   97170  3240118  33.30
  2013          50      0.00287  0.00286  0.50   97051     278   96912  3142949  32.38
  2013          51      0.00298  0.00297  0.50   96774     288   96630  3046037  31.48
  2013          52      0.00327  0.00326  0.50   96486     315   96328  2949407  30.57
  2013          53      0.00379  0.00379  0.50   96171     364   95989  2853079  29.67
  2013          54      0.00405  0.00404  0.50   95807     387   95613  2757090  28.78
  2013          55      0.00482  0.00481  0.50   95419     459   95190  2661477  27.89
  2013          56      0.00506  0.00504  0.50   94961     479   94721  2566287  27.02
  2013          57      0.00545  0.00543  0.50   94482     513   94225  2471566  26.16
  2013          58      0.00600  0.00598  0.50   93968     562   93687  2377341  25.30
  2013          59      0.00683  0.00680  0.50   93406     635   93089  2283654  24.45
  2013          60      0.00713  0.00711  0.50   92771     659   92441  2190565  23.61
  2013          61      0.00807  0.00803  0.50   92112     740   91742  2098123  22.78
  2013          62      0.00888  0.00884  0.50   91372     808   90968  2006382  21.96
  2013          63      0.00956  0.00952  0.50   90564     862   90133  1915414  21.15
  2013          64      0.01033  0.01028  0.50   89702     922   89241  1825281  20.35
  2013          65      0.01069  0.01064  0.50   88780     944   88308  1736040  19.55
  2013          66      0.01170  0.01163  0.50   87836    1022   87325  1647732  18.76
  2013          67      0.01318  0.01309  0.50   86814    1137   86246  1560407  17.97
  2013          68      0.01384  0.01374  0.50   85677    1178   85089  1474161  17.21
  2013          69      0.01546  0.01534  0.50   84500    1296   83852  1389073  16.44
  2013          70      0.01654  0.01640  0.50   83203    1364   82521  1305221  15.69
  2013          71      0.01738  0.01723  0.50   81839    1410   81134  1222700  14.94
  2013          72      0.01953  0.01934  0.50   80429    1556   79651  1141566  14.19
  2013          73      0.02126  0.02103  0.50   78873    1659   78044  1061915  13.46
  2013          74      0.02359  0.02332  0.50   77214    1801   76314   983871  12.74
  2013          75      0.02573  0.02540  0.50   75414    1916   74456   907557  12.03
  2013          76      0.03004  0.02959  0.50   73498    2175   72411   833101  11.33
  2013          77      0.03260  0.03207  0.50   71323    2288   70179   760690  10.67
  2013          78      0.03820  0.03748  0.50   69036    2588   67742   690511  10.00
  2013          79      0.04254  0.04165  0.50   66448    2768   65064   622769   9.37
  2013          80      0.04824  0.04711  0.50   63680    3000   62180   557705   8.76
  2013          81      0.05617  0.05464  0.50   60680    3316   59023   495525   8.17
  2013          82      0.06498  0.06294  0.50   57365    3610   55560   436502   7.61
  2013          83      0.07322  0.07063  0.50   53754    3797   51856   380943   7.09
  2013          84      0.08156  0.07837  0.50   49958    3915   48000   329087   6.59
  2013          85      0.09392  0.08971  0.50   46043    4130   43977   281086   6.10
  2013          86      0.10528  0.10001  0.50   41912    4192   39816   237109   5.66
  2013          87      0.12102  0.11412  0.50   37721    4305   35568   197292   5.23
  2013          88      0.13625  0.12756  0.50   33416    4262   31285   161724   4.84
  2013          89      0.15585  0.14459  0.50   29154    4215   27046   130439   4.47
  2013          90      0.17484  0.16079  0.50   24938    4010   22933   103393   4.15
  2013          91      0.19465  0.17738  0.50   20929    3712   19072    80460   3.84
  2013          92      0.21252  0.19210  0.50   17216    3307   15563    61388   3.57
  2013          93      0.24635  0.21933  0.50   13909    3051   12384    45825   3.29
  2013          94      0.25691  0.22767  0.50   10858    2472    9622    33441   3.08
  2013          95      0.29177  0.25462  0.50    8386    2135    7319    23819   2.84
  2013          96      0.32107  0.27666  0.50    6251    1729    5386    16501   2.64
  2013          97      0.35185  0.29921  0.50    4522    1353    3845    11115   2.46
  2013          98      0.38392  0.32209  0.50    3169    1021    2658     7270   2.29
  2013          99      0.41703  0.34507  0.50    2148     741    1777     4611   2.15
  2013         100      0.45090  0.36795  0.50    1407     518    1148     2834   2.01
  2013         101      0.48523  0.39049  0.50     889     347     716     1686   1.90
  2013         102      0.51971  0.41251  0.50     542     224     430      970   1.79
  2013         103      0.55399  0.43382  0.50     318     138     249      540   1.70
  2013         104      0.58777  0.45427  0.50     180      82     139      291   1.61
  2013         105      0.62075  0.47372  0.50      98      47      75      151   1.54
  2013         106      0.65264  0.49207  0.50      52      25      39       76   1.47
  2013         107      0.68322  0.50926  0.50      26      13      20       37   1.42
  2013         108      0.71230  0.52524  0.50      13       7      10       18   1.37
  2013         109      0.73972  0.54000  0.50       6       3       4        8   1.33
  2013         110+     0.76539  1.00000  1.31       3       3       4        4   1.31
  2014           0      0.00404  0.00402  0.14  100000     402   99654  8140193  81.40
  2014           1      0.00029  0.00029  0.50   99598      29   99583  8040539  80.73
  2014           2      0.00017  0.00017  0.50   99569      17   99561  7940955  79.75
  2014           3      0.00017  0.00017  0.50   99552      17   99544  7841394  78.77
  2014           4      0.00008  0.00008  0.50   99535       8   99531  7741851  77.78
  2014           5      0.00012  0.00012  0.50   99527      12   99521  7642320  76.79
  2014           6      0.00009  0.00009  0.50   99515       9   99511  7542799  75.80
  2014           7      0.00006  0.00006  0.50   99506       6   99503  7443288  74.80
  2014           8      0.00010  0.00010  0.50   99500      10   99495  7343785  73.81
  2014           9      0.00008  0.00008  0.50   99490       8   99486  7244290  72.81
  2014          10      0.00008  0.00008  0.50   99481       7   99478  7144805  71.82
  2014          11      0.00009  0.00009  0.50   99474       9   99469  7045327  70.83
  2014          12      0.00013  0.00013  0.50   99465      13   99458  6945858  69.83
  2014          13      0.00015  0.00015  0.50   99452      15   99444  6846399  68.84
  2014          14      0.00015  0.00015  0.50   99436      15   99429  6746956  67.85
  2014          15      0.00015  0.00015  0.50   99422      15   99414  6647527  66.86
  2014          16      0.00021  0.00021  0.50   99407      21   99397  6548112  65.87
  2014          17      0.00026  0.00026  0.50   99386      25   99374  6448716  64.89
  2014          18      0.00027  0.00027  0.50   99361      27   99348  6349342  63.90
  2014          19      0.00024  0.00024  0.50   99334      24   99322  6249994  62.92
  2014          20      0.00027  0.00027  0.50   99310      26   99297  6150672  61.93
  2014          21      0.00024  0.00024  0.50   99284      24   99271  6051376  60.95
  2014          22      0.00024  0.00024  0.50   99259      24   99247  5952104  59.97
  2014          23      0.00025  0.00025  0.50   99236      25   99223  5852857  58.98
  2014          24      0.00025  0.00025  0.50   99211      24   99198  5753634  57.99
  2014          25      0.00024  0.00024  0.50   99186      24   99174  5654435  57.01
  2014          26      0.00028  0.00028  0.50   99162      28   99148  5555261  56.02
  2014          27      0.00023  0.00023  0.50   99134      22   99123  5456113  55.04
  2014          28      0.00030  0.00030  0.50   99112      30   99096  5356990  54.05
  2014          29      0.00027  0.00027  0.50   99081      27   99068  5257894  53.07
  2014          30      0.00029  0.00029  0.50   99054      28   99040  5158826  52.08
  2014          31      0.00035  0.00035  0.50   99026      35   99009  5059786  51.10
  2014          32      0.00036  0.00036  0.50   98991      35   98973  4960777  50.11
  2014          33      0.00036  0.00036  0.50   98956      36   98938  4861803  49.13
  2014          34      0.00045  0.00045  0.50   98920      44   98898  4762866  48.15
  2014          35      0.00045  0.00045  0.50   98876      44   98853  4663968  47.17
  2014          36      0.00059  0.00059  0.50   98831      59   98802  4565115  46.19
  2014          37      0.00068  0.00068  0.50   98773      67   98739  4466313  45.22
  2014          38      0.00070  0.00070  0.50   98706      69   98672  4367573  44.25
  2014          39      0.00078  0.00078  0.50   98637      77   98599  4268902  43.28
  2014          40      0.00087  0.00087  0.50   98560      86   98517  4170303  42.31
  2014          41      0.00087  0.00087  0.50   98474      86   98432  4071786  41.35
  2014          42      0.00108  0.00108  0.50   98389     106   98336  3973354  40.38
  2014          43      0.00128  0.00128  0.50   98283     126   98220  3875019  39.43
  2014          44      0.00122  0.00122  0.50   98157     120   98097  3776799  38.48
  2014          45      0.00150  0.00150  0.50   98037     147   97963  3678703  37.52
  2014          46      0.00166  0.00166  0.50   97890     163   97809  3580739  36.58
